Date,Borderpoint,Exit,Entry,Gas Trade Flow(Million cubic metres
10/01/2008,Eynatten (Wingas),Belgium,Germany,282
11/01/2008,Eynatten (Wingas),Belgium,Germany,94
12/01/2008,Eynatten (Wingas),Belgium,Germany,1
01/01/2009,Eynatten (Wingas),Belgium,Germany,144
02/01/2009,Eynatten (Wingas),Belgium,Germany,43
03/01/2009,Eynatten (Wingas),Belgium,Germany,203
04/01/2009,Eynatten (Wingas),Belgium,Germany,0
05/01/2009,Eynatten (Wingas),Belgium,Germany,0
06/01/2009,Eynatten (Wingas),Belgium,Germany,0
07/01/2009,Eynatten (Wingas),Belgium,Germany,0
08/01/2009,Eynatten (Wingas),Belgium,Germany,0
09/01/2009,Eynatten (Wingas),Belgium,Germany,0
10/01/2009,Eynatten (Wingas),Belgium,Germany,159
11/01/2009,Eynatten (Wingas),Belgium,Germany,50
12/01/2009,Eynatten (Wingas),Belgium,Germany,141
01/01/2010,Eynatten (Wingas),Belgium,Germany,42
02/01/2010,Eynatten (Wingas),Belgium,Germany,0
03/01/2010,Eynatten (Wingas),Belgium,Germany,131
04/01/2010,Eynatten (Wingas),Belgium,Germany,162
05/01/2010,Eynatten (Wingas),Belgium,Germany,290
06/01/2010,Eynatten (Wingas),Belgium,Germany,258
07/01/2010,Eynatten (Wingas),Belgium,Germany,239
08/01/2010,Eynatten (Wingas),Belgium,Germany,365
09/01/2010,Eynatten (Wingas),Belgium,Germany,226
10/01/2010,Eynatten (Wingas),Belgium,Germany,431
11/01/2010,Eynatten (Wingas),Belgium,Germany,236
12/01/2010,Eynatten (Wingas),Belgium,Germany,50
01/01/2011,Eynatten (Wingas),Belgium,Germany,0
02/01/2011,Eynatten (Wingas),Belgium,Germany,73
03/01/2011,Eynatten (Wingas),Belgium,Germany,274
04/01/2011,Eynatten (Wingas),Belgium,Germany,330
05/01/2011,Eynatten (Wingas),Belgium,Germany,385
06/01/2011,Eynatten (Wingas),Belgium,Germany,255
07/01/2011,Eynatten (Wingas),Belgium,Germany,252
08/01/2011,Eynatten (Wingas),Belgium,Germany,305
09/01/2011,Eynatten (Wingas),Belgium,Germany,0
10/01/2011,Eynatten (Wingas),Belgium,Germany,231
11/01/2011,Eynatten (Wingas),Belgium,Germany,188
12/01/2011,Eynatten (Wingas),Belgium,Germany,242
01/01/2012,Eynatten (Wingas),Belgium,Germany,189
02/01/2012,Eynatten (Wingas),Belgium,Germany,120
03/01/2012,Eynatten (Wingas),Belgium,Germany,305
04/01/2012,Eynatten (Wingas),Belgium,Germany,270
05/01/2012,Eynatten (Wingas),Belgium,Germany,242
06/01/2012,Eynatten (Wingas),Belgium,Germany,201
07/01/2012,Eynatten (Wingas),Belgium,Germany,177
08/01/2012,Eynatten (Wingas),Belgium,Germany,272
09/01/2012,Eynatten (Wingas),Belgium,Germany,42
10/01/2012,Eynatten (Wingas),Belgium,Germany,16
11/01/2012,Eynatten (Wingas),Belgium,Germany,11
12/01/2012,Eynatten (Wingas),Belgium,Germany,38
01/01/2013,Eynatten (Wingas),Belgium,Germany,63
02/01/2013,Eynatten (Wingas),Belgium,Germany,51
03/01/2013,Eynatten (Wingas),Belgium,Germany,0
04/01/2013,Eynatten (Wingas),Belgium,Germany,145
05/01/2013,Eynatten (Wingas),Belgium,Germany,291
06/01/2013,Eynatten (Wingas),Belgium,Germany,286
07/01/2013,Eynatten (Wingas),Belgium,Germany,327
08/01/2013,Eynatten (Wingas),Belgium,Germany,81
09/01/2013,Eynatten (Wingas),Belgium,Germany,225
10/01/2013,Eynatten (Wingas),Belgium,Germany,64
11/01/2013,Eynatten (Wingas),Belgium,Germany,12
12/01/2013,Eynatten (Wingas),Belgium,Germany,0
01/01/2014,Eynatten (Wingas),Belgium,Germany,0
02/01/2014,Eynatten (Wingas),Belgium,Germany,12
03/01/2014,Eynatten (Wingas),Belgium,Germany,0
04/01/2014,Eynatten (Wingas),Belgium,Germany,118
05/01/2014,Eynatten (Wingas),Belgium,Germany,125
06/01/2014,Eynatten (Wingas),Belgium,Germany,69
07/01/2014,Eynatten (Wingas),Belgium,Germany,123
08/01/2014,Eynatten (Wingas),Belgium,Germany,103
09/01/2014,Eynatten (Wingas),Belgium,Germany,88
10/01/2014,Eynatten (Wingas),Belgium,Germany,23
11/01/2014,Eynatten (Wingas),Belgium,Germany,38
12/01/2014,Eynatten (Wingas),Belgium,Germany,5
01/01/2015,Eynatten (Wingas),Belgium,Germany,0
02/01/2015,Eynatten (Wingas),Belgium,Germany,0
03/01/2015,Eynatten (Wingas),Belgium,Germany,0
04/01/2015,Eynatten (Wingas),Belgium,Germany,0
05/01/2015,Eynatten (Wingas),Belgium,Germany,0
06/01/2015,Eynatten (Wingas),Belgium,Germany,2
07/01/2015,Eynatten (Wingas),Belgium,Germany,0
08/01/2015,Eynatten (Wingas),Belgium,Germany,98
09/01/2015,Eynatten (Wingas),Belgium,Germany,14
10/01/2015,Eynatten (Wingas),Belgium,Germany,0
11/01/2015,Eynatten (Wingas),Belgium,Germany,2
12/01/2015,Eynatten (Wingas),Belgium,Germany,0
01/01/2016,Eynatten (Wingas),Belgium,Germany,0
02/01/2016,Eynatten (Wingas),Belgium,Germany,0
03/01/2016,Eynatten (Wingas),Belgium,Germany,0
04/01/2016,Eynatten (Wingas),Belgium,Germany,0
05/01/2016,Eynatten (Wingas),Belgium,Germany,0
06/01/2016,Eynatten (Wingas),Belgium,Germany,0
07/01/2016,Eynatten (Wingas),Belgium,Germany,0
08/01/2016,Eynatten (Wingas),Belgium,Germany,9
09/01/2016,Eynatten (Wingas),Belgium,Germany,0
10/01/2016,Eynatten (Wingas),Belgium,Germany,0
11/01/2016,Eynatten (Wingas),Belgium,Germany,0
12/01/2016,Eynatten (Wingas),Belgium,Germany,0
01/01/2017,Eynatten (Wingas),Belgium,Germany,0
02/01/2017,Eynatten (Wingas),Belgium,Germany,0
03/01/2017,Eynatten (Wingas),Belgium,Germany,0
04/01/2017,Eynatten (Wingas),Belgium,Germany,0
05/01/2017,Eynatten (Wingas),Belgium,Germany,0
06/01/2017,Eynatten (Wingas),Belgium,Germany,0
07/01/2017,Eynatten (Wingas),Belgium,Germany,0
08/01/2017,Eynatten (Wingas),Belgium,Germany,0
09/01/2017,Eynatten (Wingas),Belgium,Germany,0
10/01/2017,Eynatten (Wingas),Belgium,Germany,0
11/01/2017,Eynatten (Wingas),Belgium,Germany,0
12/01/2017,Eynatten (Wingas),Belgium,Germany,0
01/01/2018,Eynatten (Wingas),Belgium,Germany,0
02/01/2018,Eynatten (Wingas),Belgium,Germany,0
03/01/2018,Eynatten (Wingas),Belgium,Germany,0
04/01/2018,Eynatten (Wingas),Belgium,Germany,0
05/01/2018,Eynatten (Wingas),Belgium,Germany,0
06/01/2018,Eynatten (Wingas),Belgium,Germany,0
07/01/2018,Eynatten (Wingas),Belgium,Germany,2
08/01/2018,Eynatten (Wingas),Belgium,Germany,0
09/01/2018,Eynatten (Wingas),Belgium,Germany,0
10/01/2018,Eynatten (Wingas),Belgium,Germany,0
11/01/2018,Eynatten (Wingas),Belgium,Germany,0
12/01/2018,Eynatten (Wingas),Belgium,Germany,0
01/01/2019,Eynatten (Wingas),Belgium,Germany,0
02/01/2019,Eynatten (Wingas),Belgium,Germany,0
03/01/2019,Eynatten (Wingas),Belgium,Germany,0
04/01/2019,Eynatten (Wingas),Belgium,Germany,1
05/01/2019,Eynatten (Wingas),Belgium,Germany,0
06/01/2019,Eynatten (Wingas),Belgium,Germany,0
07/01/2019,Eynatten (Wingas),Belgium,Germany,0
08/01/2019,Eynatten (Wingas),Belgium,Germany,0
09/01/2019,Eynatten (Wingas),Belgium,Germany,0
10/01/2019,Eynatten (Wingas),Belgium,Germany,0
11/01/2019,Eynatten (Wingas),Belgium,Germany,0
12/01/2019,Eynatten (Wingas),Belgium,Germany,5
01/01/2020,Eynatten (Wingas),Belgium,Germany,0
02/01/2020,Eynatten (Wingas),Belgium,Germany,15
03/01/2020,Eynatten (Wingas),Belgium,Germany,23
04/01/2020,Eynatten (Wingas),Belgium,Germany,0
05/01/2020,Eynatten (Wingas),Belgium,Germany,62
06/01/2020,Eynatten (Wingas),Belgium,Germany,4
07/01/2020,Eynatten (Wingas),Belgium,Germany,0
08/01/2020,Eynatten (Wingas),Belgium,Germany,0
09/01/2020,Eynatten (Wingas),Belgium,Germany,0
10/01/2020,Eynatten (Wingas),Belgium,Germany,0
11/01/2020,Eynatten (Wingas),Belgium,Germany,0
12/01/2020,Eynatten (Wingas),Belgium,Germany,0
01/01/2021,Eynatten (Wingas),Belgium,Germany,0
02/01/2021,Eynatten (Wingas),Belgium,Germany,0
03/01/2021,Eynatten (Wingas),Belgium,Germany,15
04/01/2021,Eynatten (Wingas),Belgium,Germany,19
05/01/2021,Eynatten (Wingas),Belgium,Germany,4
06/01/2021,Eynatten (Wingas),Belgium,Germany,20
07/01/2021,Eynatten (Wingas),Belgium,Germany,0
08/01/2021,Eynatten (Wingas),Belgium,Germany,2
09/01/2021,Eynatten (Wingas),Belgium,Germany,112
10/01/2021,Eynatten (Wingas),Belgium,Germany,292
11/01/2021,Eynatten (Wingas),Belgium,Germany,65
12/01/2021,Eynatten (Wingas),Belgium,Germany,120
01/01/2022,Eynatten (Wingas),Belgium,Germany,328
02/01/2022,Eynatten (Wingas),Belgium,Germany,553
03/01/2022,Eynatten (Wingas),Belgium,Germany,582
04/01/2022,Eynatten (Wingas),Belgium,Germany,2192
05/01/2022,Eynatten (Wingas),Belgium,Germany,2122
06/01/2022,Eynatten (Wingas),Belgium,Germany,2178
07/01/2022,Eynatten (Wingas),Belgium,Germany,2331
08/01/2022,Eynatten (Wingas),Belgium,Germany,2328
09/01/2022,Eynatten (Wingas),Belgium,Germany,2236
10/01/2022,Eynatten (Wingas),Belgium,Germany,2302
11/01/2022,Eynatten (Wingas),Belgium,Germany,1914
12/01/2022,Eynatten (Wingas),Belgium,Germany,2002
10/01/2008,Haanrade (RWE),Netherlands,Germany,0
11/01/2008,Haanrade (RWE),Netherlands,Germany,0
12/01/2008,Haanrade (RWE),Netherlands,Germany,0
01/01/2009,Haanrade (RWE),Netherlands,Germany,0
02/01/2009,Haanrade (RWE),Netherlands,Germany,0
03/01/2009,Haanrade (RWE),Netherlands,Germany,0
04/01/2009,Haanrade (RWE),Netherlands,Germany,0
05/01/2009,Haanrade (RWE),Netherlands,Germany,0
06/01/2009,Haanrade (RWE),Netherlands,Germany,0
07/01/2009,Haanrade (RWE),Netherlands,Germany,0
08/01/2009,Haanrade (RWE),Netherlands,Germany,0
09/01/2009,Haanrade (RWE),Netherlands,Germany,0
10/01/2009,Haanrade (RWE),Netherlands,Germany,0
11/01/2009,Haanrade (RWE),Netherlands,Germany,0
12/01/2009,Haanrade (RWE),Netherlands,Germany,0
01/01/2010,Haanrade (RWE),Netherlands,Germany,0
02/01/2010,Haanrade (RWE),Netherlands,Germany,0
03/01/2010,Haanrade (RWE),Netherlands,Germany,0
04/01/2010,Haanrade (RWE),Netherlands,Germany,0
05/01/2010,Haanrade (RWE),Netherlands,Germany,0
06/01/2010,Haanrade (RWE),Netherlands,Germany,0
07/01/2010,Haanrade (RWE),Netherlands,Germany,0
08/01/2010,Haanrade (RWE),Netherlands,Germany,0
09/01/2010,Haanrade (RWE),Netherlands,Germany,0
10/01/2010,Haanrade (RWE),Netherlands,Germany,0
11/01/2010,Haanrade (RWE),Netherlands,Germany,0
12/01/2010,Haanrade (RWE),Netherlands,Germany,0
01/01/2011,Haanrade (RWE),Netherlands,Germany,0
02/01/2011,Haanrade (RWE),Netherlands,Germany,0
03/01/2011,Haanrade (RWE),Netherlands,Germany,0
04/01/2011,Haanrade (RWE),Netherlands,Germany,0
05/01/2011,Haanrade (RWE),Netherlands,Germany,0
06/01/2011,Haanrade (RWE),Netherlands,Germany,0
07/01/2011,Haanrade (RWE),Netherlands,Germany,0
08/01/2011,Haanrade (RWE),Netherlands,Germany,0
09/01/2011,Haanrade (RWE),Netherlands,Germany,0
10/01/2011,Haanrade (RWE),Netherlands,Germany,0
11/01/2011,Haanrade (RWE),Netherlands,Germany,0
12/01/2011,Haanrade (RWE),Netherlands,Germany,3
01/01/2012,Haanrade (RWE),Netherlands,Germany,3
02/01/2012,Haanrade (RWE),Netherlands,Germany,3
03/01/2012,Haanrade (RWE),Netherlands,Germany,3
04/01/2012,Haanrade (RWE),Netherlands,Germany,3
05/01/2012,Haanrade (RWE),Netherlands,Germany,3
06/01/2012,Haanrade (RWE),Netherlands,Germany,3
07/01/2012,Haanrade (RWE),Netherlands,Germany,3
08/01/2012,Haanrade (RWE),Netherlands,Germany,3
09/01/2012,Haanrade (RWE),Netherlands,Germany,3
10/01/2012,Haanrade (RWE),Netherlands,Germany,3
11/01/2012,Haanrade (RWE),Netherlands,Germany,3
12/01/2012,Haanrade (RWE),Netherlands,Germany,3
01/01/2013,Haanrade (RWE),Netherlands,Germany,3
02/01/2013,Haanrade (RWE),Netherlands,Germany,3
03/01/2013,Haanrade (RWE),Netherlands,Germany,3
04/01/2013,Haanrade (RWE),Netherlands,Germany,3
05/01/2013,Haanrade (RWE),Netherlands,Germany,3
06/01/2013,Haanrade (RWE),Netherlands,Germany,3
07/01/2013,Haanrade (RWE),Netherlands,Germany,3
08/01/2013,Haanrade (RWE),Netherlands,Germany,3
09/01/2013,Haanrade (RWE),Netherlands,Germany,3
10/01/2013,Haanrade (RWE),Netherlands,Germany,3
11/01/2013,Haanrade (RWE),Netherlands,Germany,3
12/01/2013,Haanrade (RWE),Netherlands,Germany,3
01/01/2014,Haanrade (RWE),Netherlands,Germany,3
02/01/2014,Haanrade (RWE),Netherlands,Germany,3
03/01/2014,Haanrade (RWE),Netherlands,Germany,3
04/01/2014,Haanrade (RWE),Netherlands,Germany,3
05/01/2014,Haanrade (RWE),Netherlands,Germany,3
06/01/2014,Haanrade (RWE),Netherlands,Germany,3
07/01/2014,Haanrade (RWE),Netherlands,Germany,3
08/01/2014,Haanrade (RWE),Netherlands,Germany,3
09/01/2014,Haanrade (RWE),Netherlands,Germany,3
10/01/2014,Haanrade (RWE),Netherlands,Germany,3
11/01/2014,Haanrade (RWE),Netherlands,Germany,3
12/01/2014,Haanrade (RWE),Netherlands,Germany,3
01/01/2015,Haanrade (RWE),Netherlands,Germany,3
02/01/2015,Haanrade (RWE),Netherlands,Germany,3
03/01/2015,Haanrade (RWE),Netherlands,Germany,3
04/01/2015,Haanrade (RWE),Netherlands,Germany,3
05/01/2015,Haanrade (RWE),Netherlands,Germany,3
06/01/2015,Haanrade (RWE),Netherlands,Germany,3
07/01/2015,Haanrade (RWE),Netherlands,Germany,3
08/01/2015,Haanrade (RWE),Netherlands,Germany,3
09/01/2015,Haanrade (RWE),Netherlands,Germany,3
10/01/2015,Haanrade (RWE),Netherlands,Germany,3
11/01/2015,Haanrade (RWE),Netherlands,Germany,3
12/01/2015,Haanrade (RWE),Netherlands,Germany,3
01/01/2016,Haanrade (RWE),Netherlands,Germany,3
02/01/2016,Haanrade (RWE),Netherlands,Germany,3
03/01/2016,Haanrade (RWE),Netherlands,Germany,3
04/01/2016,Haanrade (RWE),Netherlands,Germany,3
05/01/2016,Haanrade (RWE),Netherlands,Germany,3
06/01/2016,Haanrade (RWE),Netherlands,Germany,3
07/01/2016,Haanrade (RWE),Netherlands,Germany,3
08/01/2016,Haanrade (RWE),Netherlands,Germany,3
09/01/2016,Haanrade (RWE),Netherlands,Germany,3
10/01/2016,Haanrade (RWE),Netherlands,Germany,3
11/01/2016,Haanrade (RWE),Netherlands,Germany,3
12/01/2016,Haanrade (RWE),Netherlands,Germany,3
01/01/2017,Haanrade (RWE),Netherlands,Germany,3
02/01/2017,Haanrade (RWE),Netherlands,Germany,3
03/01/2017,Haanrade (RWE),Netherlands,Germany,3
04/01/2017,Haanrade (RWE),Netherlands,Germany,3
05/01/2017,Haanrade (RWE),Netherlands,Germany,3
06/01/2017,Haanrade (RWE),Netherlands,Germany,3
07/01/2017,Haanrade (RWE),Netherlands,Germany,3
08/01/2017,Haanrade (RWE),Netherlands,Germany,3
09/01/2017,Haanrade (RWE),Netherlands,Germany,3
10/01/2017,Haanrade (RWE),Netherlands,Germany,3
11/01/2017,Haanrade (RWE),Netherlands,Germany,3
12/01/2017,Haanrade (RWE),Netherlands,Germany,3
01/01/2018,Haanrade (RWE),Netherlands,Germany,3
02/01/2018,Haanrade (RWE),Netherlands,Germany,3
03/01/2018,Haanrade (RWE),Netherlands,Germany,3
04/01/2018,Haanrade (RWE),Netherlands,Germany,3
05/01/2018,Haanrade (RWE),Netherlands,Germany,3
06/01/2018,Haanrade (RWE),Netherlands,Germany,3
07/01/2018,Haanrade (RWE),Netherlands,Germany,3
08/01/2018,Haanrade (RWE),Netherlands,Germany,3
09/01/2018,Haanrade (RWE),Netherlands,Germany,3
10/01/2018,Haanrade (RWE),Netherlands,Germany,3
11/01/2018,Haanrade (RWE),Netherlands,Germany,3
12/01/2018,Haanrade (RWE),Netherlands,Germany,3
01/01/2019,Haanrade (RWE),Netherlands,Germany,0
02/01/2019,Haanrade (RWE),Netherlands,Germany,0
03/01/2019,Haanrade (RWE),Netherlands,Germany,0
04/01/2019,Haanrade (RWE),Netherlands,Germany,0
05/01/2019,Haanrade (RWE),Netherlands,Germany,0
06/01/2019,Haanrade (RWE),Netherlands,Germany,0
07/01/2019,Haanrade (RWE),Netherlands,Germany,0
08/01/2019,Haanrade (RWE),Netherlands,Germany,0
09/01/2019,Haanrade (RWE),Netherlands,Germany,0
10/01/2019,Haanrade (RWE),Netherlands,Germany,0
11/01/2019,Haanrade (RWE),Netherlands,Germany,0
12/01/2019,Haanrade (RWE),Netherlands,Germany,2822
01/01/2020,Haanrade (RWE),Netherlands,Germany,0
02/01/2020,Haanrade (RWE),Netherlands,Germany,0
03/01/2020,Haanrade (RWE),Netherlands,Germany,0
04/01/2020,Haanrade (RWE),Netherlands,Germany,0
05/01/2020,Haanrade (RWE),Netherlands,Germany,0
06/01/2020,Haanrade (RWE),Netherlands,Germany,0
07/01/2020,Haanrade (RWE),Netherlands,Germany,0
08/01/2020,Haanrade (RWE),Netherlands,Germany,0
09/01/2020,Haanrade (RWE),Netherlands,Germany,0
10/01/2020,Haanrade (RWE),Netherlands,Germany,0
11/01/2020,Haanrade (RWE),Netherlands,Germany,0
12/01/2020,Haanrade (RWE),Netherlands,Germany,0
01/01/2021,Haanrade (RWE),Netherlands,Germany,0
02/01/2021,Haanrade (RWE),Netherlands,Germany,0
03/01/2021,Haanrade (RWE),Netherlands,Germany,0
04/01/2021,Haanrade (RWE),Netherlands,Germany,1891
05/01/2021,Haanrade (RWE),Netherlands,Germany,0
06/01/2021,Haanrade (RWE),Netherlands,Germany,0
07/01/2021,Haanrade (RWE),Netherlands,Germany,0
08/01/2021,Haanrade (RWE),Netherlands,Germany,0
09/01/2021,Haanrade (RWE),Netherlands,Germany,0
10/01/2021,Haanrade (RWE),Netherlands,Germany,0
11/01/2021,Haanrade (RWE),Netherlands,Germany,0
12/01/2021,Haanrade (RWE),Netherlands,Germany,0
01/01/2022,Haanrade (RWE),Netherlands,Germany,0
02/01/2022,Haanrade (RWE),Netherlands,Germany,0
03/01/2022,Haanrade (RWE),Netherlands,Germany,0
04/01/2022,Haanrade (RWE),Netherlands,Germany,0
05/01/2022,Haanrade (RWE),Netherlands,Germany,0
06/01/2022,Haanrade (RWE),Netherlands,Germany,0
07/01/2022,Haanrade (RWE),Netherlands,Germany,0
08/01/2022,Haanrade (RWE),Netherlands,Germany,0
09/01/2022,Haanrade (RWE),Netherlands,Germany,0
10/01/2022,Haanrade (RWE),Netherlands,Germany,0
11/01/2022,Haanrade (RWE),Netherlands,Germany,0
12/01/2022,Haanrade (RWE),Netherlands,Germany,0
10/01/2008,Hora svate Kateriny,Czech Republic,Germany,1772
11/01/2008,Hora svate Kateriny,Czech Republic,Germany,1516
12/01/2008,Hora svate Kateriny,Czech Republic,Germany,254
01/01/2009,Hora svate Kateriny,Czech Republic,Germany,194
02/01/2009,Hora svate Kateriny,Czech Republic,Germany,252
03/01/2009,Hora svate Kateriny,Czech Republic,Germany,395
04/01/2009,Hora svate Kateriny,Czech Republic,Germany,323
05/01/2009,Hora svate Kateriny,Czech Republic,Germany,388
06/01/2009,Hora svate Kateriny,Czech Republic,Germany,348
07/01/2009,Hora svate Kateriny,Czech Republic,Germany,413
08/01/2009,Hora svate Kateriny,Czech Republic,Germany,381
09/01/2009,Hora svate Kateriny,Czech Republic,Germany,404
10/01/2009,Hora svate Kateriny,Czech Republic,Germany,461
11/01/2009,Hora svate Kateriny,Czech Republic,Germany,370
12/01/2009,Hora svate Kateriny,Czech Republic,Germany,345
01/01/2010,Hora svate Kateriny,Czech Republic,Germany,369
02/01/2010,Hora svate Kateriny,Czech Republic,Germany,291
03/01/2010,Hora svate Kateriny,Czech Republic,Germany,462
04/01/2010,Hora svate Kateriny,Czech Republic,Germany,435
05/01/2010,Hora svate Kateriny,Czech Republic,Germany,401
06/01/2010,Hora svate Kateriny,Czech Republic,Germany,238
07/01/2010,Hora svate Kateriny,Czech Republic,Germany,221
08/01/2010,Hora svate Kateriny,Czech Republic,Germany,188
09/01/2010,Hora svate Kateriny,Czech Republic,Germany,165
10/01/2010,Hora svate Kateriny,Czech Republic,Germany,199
11/01/2010,Hora svate Kateriny,Czech Republic,Germany,232
12/01/2010,Hora svate Kateriny,Czech Republic,Germany,211
01/01/2011,Hora svate Kateriny,Czech Republic,Germany,271
02/01/2011,Hora svate Kateriny,Czech Republic,Germany,252
03/01/2011,Hora svate Kateriny,Czech Republic,Germany,364
04/01/2011,Hora svate Kateriny,Czech Republic,Germany,326
05/01/2011,Hora svate Kateriny,Czech Republic,Germany,281
06/01/2011,Hora svate Kateriny,Czech Republic,Germany,65
07/01/2011,Hora svate Kateriny,Czech Republic,Germany,291
08/01/2011,Hora svate Kateriny,Czech Republic,Germany,147
09/01/2011,Hora svate Kateriny,Czech Republic,Germany,111
10/01/2011,Hora svate Kateriny,Czech Republic,Germany,137
11/01/2011,Hora svate Kateriny,Czech Republic,Germany,367
12/01/2011,Hora svate Kateriny,Czech Republic,Germany,341
01/01/2012,Hora svate Kateriny,Czech Republic,Germany,283
02/01/2012,Hora svate Kateriny,Czech Republic,Germany,164
03/01/2012,Hora svate Kateriny,Czech Republic,Germany,102
04/01/2012,Hora svate Kateriny,Czech Republic,Germany,225
05/01/2012,Hora svate Kateriny,Czech Republic,Germany,147
06/01/2012,Hora svate Kateriny,Czech Republic,Germany,27
07/01/2012,Hora svate Kateriny,Czech Republic,Germany,66
08/01/2012,Hora svate Kateriny,Czech Republic,Germany,17
09/01/2012,Hora svate Kateriny,Czech Republic,Germany,58
10/01/2012,Hora svate Kateriny,Czech Republic,Germany,81
11/01/2012,Hora svate Kateriny,Czech Republic,Germany,85
12/01/2012,Hora svate Kateriny,Czech Republic,Germany,223
01/01/2013,Hora svate Kateriny,Czech Republic,Germany,206
02/01/2013,Hora svate Kateriny,Czech Republic,Germany,194
03/01/2013,Hora svate Kateriny,Czech Republic,Germany,377
04/01/2013,Hora svate Kateriny,Czech Republic,Germany,256
05/01/2013,Hora svate Kateriny,Czech Republic,Germany,194
06/01/2013,Hora svate Kateriny,Czech Republic,Germany,221
07/01/2013,Hora svate Kateriny,Czech Republic,Germany,208
08/01/2013,Hora svate Kateriny,Czech Republic,Germany,266
09/01/2013,Hora svate Kateriny,Czech Republic,Germany,175
10/01/2013,Hora svate Kateriny,Czech Republic,Germany,150
11/01/2013,Hora svate Kateriny,Czech Republic,Germany,318
12/01/2013,Hora svate Kateriny,Czech Republic,Germany,568
01/01/2014,Hora svate Kateriny,Czech Republic,Germany,270
02/01/2014,Hora svate Kateriny,Czech Republic,Germany,123
03/01/2014,Hora svate Kateriny,Czech Republic,Germany,115
04/01/2014,Hora svate Kateriny,Czech Republic,Germany,42
05/01/2014,Hora svate Kateriny,Czech Republic,Germany,117
06/01/2014,Hora svate Kateriny,Czech Republic,Germany,141
07/01/2014,Hora svate Kateriny,Czech Republic,Germany,72
08/01/2014,Hora svate Kateriny,Czech Republic,Germany,104
09/01/2014,Hora svate Kateriny,Czech Republic,Germany,145
10/01/2014,Hora svate Kateriny,Czech Republic,Germany,166
11/01/2014,Hora svate Kateriny,Czech Republic,Germany,150
12/01/2014,Hora svate Kateriny,Czech Republic,Germany,172
01/01/2015,Hora svate Kateriny,Czech Republic,Germany,52
02/01/2015,Hora svate Kateriny,Czech Republic,Germany,79
03/01/2015,Hora svate Kateriny,Czech Republic,Germany,155
04/01/2015,Hora svate Kateriny,Czech Republic,Germany,159
05/01/2015,Hora svate Kateriny,Czech Republic,Germany,115
06/01/2015,Hora svate Kateriny,Czech Republic,Germany,95
07/01/2015,Hora svate Kateriny,Czech Republic,Germany,23
08/01/2015,Hora svate Kateriny,Czech Republic,Germany,82
09/01/2015,Hora svate Kateriny,Czech Republic,Germany,0
10/01/2015,Hora svate Kateriny,Czech Republic,Germany,95
11/01/2015,Hora svate Kateriny,Czech Republic,Germany,38
12/01/2015,Hora svate Kateriny,Czech Republic,Germany,25
01/01/2016,Hora svate Kateriny,Czech Republic,Germany,30
02/01/2016,Hora svate Kateriny,Czech Republic,Germany,3
03/01/2016,Hora svate Kateriny,Czech Republic,Germany,4
04/01/2016,Hora svate Kateriny,Czech Republic,Germany,76
05/01/2016,Hora svate Kateriny,Czech Republic,Germany,121
06/01/2016,Hora svate Kateriny,Czech Republic,Germany,98
07/01/2016,Hora svate Kateriny,Czech Republic,Germany,103
08/01/2016,Hora svate Kateriny,Czech Republic,Germany,180
09/01/2016,Hora svate Kateriny,Czech Republic,Germany,0
10/01/2016,Hora svate Kateriny,Czech Republic,Germany,136
11/01/2016,Hora svate Kateriny,Czech Republic,Germany,202
12/01/2016,Hora svate Kateriny,Czech Republic,Germany,201
01/01/2017,Hora svate Kateriny,Czech Republic,Germany,29
02/01/2017,Hora svate Kateriny,Czech Republic,Germany,59
03/01/2017,Hora svate Kateriny,Czech Republic,Germany,37
04/01/2017,Hora svate Kateriny,Czech Republic,Germany,38
05/01/2017,Hora svate Kateriny,Czech Republic,Germany,49
06/01/2017,Hora svate Kateriny,Czech Republic,Germany,38
07/01/2017,Hora svate Kateriny,Czech Republic,Germany,90
08/01/2017,Hora svate Kateriny,Czech Republic,Germany,0
09/01/2017,Hora svate Kateriny,Czech Republic,Germany,40
